Protein IDs,Bio1_proteinGroups_F28,Bio1_proteinGroups_F29,Bio1_proteinGroups_F30,Bio1_proteinGroups_F31,Bio1_proteinGroups_F32,Bio1_proteinGroups_F33,Bio1_proteinGroups_F34,Bio1_proteinGroups_F35,Bio1_proteinGroups_F36,Bio1_proteinGroups_F37,Bio1_proteinGroups_F38,Bio1_proteinGroups_F39,Bio1_proteinGroups_F40,Bio1_proteinGroups_F41,Bio1_proteinGroups_F42,Bio1_proteinGroups_F43,Bio1_proteinGroups_F44,Bio1_proteinGroups_F45,Bio1_proteinGroups_F46,Bio1_proteinGroups_F47,Bio1_proteinGroups_F48,Bio1_proteinGroups_F49,Bio1_proteinGroups_F50,Bio1_proteinGroups_F51,Bio1_proteinGroups_F52,Bio1_proteinGroups_F53,Bio1_proteinGroups_F54,Bio1_proteinGroups_F55,Bio1_proteinGroups_F56,Bio1_proteinGroups_F57,Bio1_proteinGroups_F58,Bio1_proteinGroups_F59,Bio1_proteinGroups_F60,Bio1_proteinGroups_F61,Bio1_proteinGroups_F62,Bio1_proteinGroups_F63,Bio1_proteinGroups_F64,Bio1_proteinGroups_F65
AT5G20720.3;AT5G20720.2;AT5G20720.1,176.5,0,271.7,4673.5,0,2880.8,8101.1,9891.8,0,0,0,1309.1,2163.3,0,3242.5,0,2342.2,5059.3,59426,936670,1452300,854980,671530,397880,294930,175480,55130,128850,100830,181980,12304,59531,32330,30178,11419,2930.6,1501.3,3985.7
AT3G45140.1,37.86,205.5,1953.8,190260,1065,106180,32512,33306,16013,8916.9,1928,24326,177910,641830,1077200,611080,102720,578.92,22164,2064200,3033200,2003200,921100,286600,42305,43708,16232,5352.6,19658,4178.3,5586.4,17148,7463.6,1357.2,1126.8,1316.4,7224.7,1643.8
AT5G06580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7345.4,12244,5182.1,0,0,0,0,0,10414,0,0,0,0,0,0,0,0,0
AT1G15000.1,0,0,225.04,0,0,0,0,0,0,0,0,0,5733.4,0,0,0,0,0,0,0,6533.9,14705,7430,11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04400.1,24.959,0,0,0,0,0,0,0,0,0,0,0,0,0,4798.6,0,0,0,0,0,0,35645,12829,14528,0,0,0,6355.4,8365.7,0,0,0,0,31.199,0,0,0,4160.6
AT2G29360.1,135.72,0,0,0,0,35.763,0,0,0,0,0,0,0,0,0,0,0,0,0,10052,24227,37997,16384,0,3264,0,2650.9,0,0,0,0,0,0,0,2770.5,0,0,0
AT4G33090.1,234.71,0,180.91,0,0,23.501,0,0,0,0,0,0,6475.8,7060.3,59703,4885.4,36.177,2751.5,0,7022.5,104210,187530,121980,173450,27306,10358,0,321.67,1807.9,0,689.55,3032.2,4799.5,179.6,1618.7,54.835,4062,0
AT5G11880.1,0,0,0,6606.4,0,1202.9,2538,3803.7,0,4458.8,0,12108,3541.3,14412,1662.3,0,31203,0,0,31685,97929,138170,129520,78625,35403,82311,10461,31688,5294.1,0,0,2159.4,0,0,2766.6,4294.1,0,0
AT2G31790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.1,12170,3788.5,783.09,784.43,343.01,0,0,0,0,0,325.64,0,92.626,0,0,0
AT3G55010.2;AT3G55010.1,0,0,0,0,0,27.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5092.1,2285.3,13982,2101.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G17100.1;AT4G17100.2,0,0,0,0,0,359.31,0,0,0,0,0,0,0,0,2398.4,0,0,0,0,0,0,0,15896,9742.1,0,9875.8,0,2964.3,0,0,0,1968.7,0,0,0,0,0,0
AT4G14930.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183.8,10029,17192,20857,1069.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G03890.2;AT3G03890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5402.8,4360.9,0,0,0,0,0,0,0,19233,5049,8993.1,8606.3,0,0,0,0,0,0,0,0,0,0,0,1836.1
AT1G20225.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,30226,9823,12461,0,62.211,0,0,0,0,0,0,0,0,0,0,0
AT5G64570.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21053,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11568,0,0,0,0,0,0,0,0,0,0
AT2G37660.1,0,23.804,155.43,15479,1095.3,5490.7,4650.6,16081,0,0,13324,3579.6,0,16014,2058,0,1093.3,662.98,0,2641,18816,0,4831.8,24736,2962.4,9239.2,3765.6,49188,189310,1136400,224970,2350100,1869000,438060,103410,54531,19899,24719
AT3G50520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8002.4,0,0,0,0,0
AT4G02610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9196.6,0,0,0,0,0
AT3G54420.1,0,0,943.81,0,0,0,0,0,0,0,0,0,0,0,3311.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.6,0,12191,0,0,0,0,0
AT4G28440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,0,7494.8,20381,0,0,0,0,0
AT5G38530.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.7,24716,0,38252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G37500.2;AT2G37500.1,0,0,0,0,0,0,0,0,0,0,0,2240.8,0,0,0,0,0,0,0,0,4079.1,6470.1,44113,12461,3334.8,0,0,0,1553.6,1123.7,0,0,390.23,0,0,0,0,0
AT1G76140.2;AT1G76140.1,0,0,0,15.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609.7,0,2355.1,47090,22077,32221,2477.2,0,1036.2,0,0,0,0,0,47.942,0,0,0,0
AT1G71950.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536.7,0,0,0,17882,21323,29527,46206,8936.8,3326.6,0,910.39,0,0,0,0,0,0,0,0,2396.3,0,0
AT5G08300.1;AT5G23250.2,0,0,0,0,0,243.7,2481.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8654.5,55062,32805,19789,14650,0,0,0,0,0,0,0,0,0,0,1522.3,0
AT3G55400.1;AT3G55400.2,0,39.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48038,22296,0,26869,34377,8023.7,0,0,0,0,0,0,0,0,0,0
AT4G26970.1,0,0,0,37.326,0,67.206,0,0,0,0,0,0,1132,0,3991.4,0,53.671,0,0,5463.3,27725,48479,61301,55255,4337.3,0,0,1193.6,0,0,0,0,0,1788.4,0,1684,0,0
AT5G65430.2;AT5G65430.1;AT5G65430.3,0,107.11,0,0,0,0,766.83,0,0,0,0,0,0,5207,0,0,0,0,0,14369,38537,72703,109810,10718,351.36,1018.2,0,0,0,0,0,0,0,0,1227.9,1530.5,0,0
AT2G14260.2;AT2G14260.1,0,0,0,0,0,0,0,0,0,4101.2,0,0,0,0,0,0,0,0,0,0,6342.9,19194,124840,84577,30320,5292.4,4650.6,4708.1,0,0,0,0,3733.6,0,0,0,0,0
AT1G17650.1,0,0,0,0,0,0,0,0,0,0,0,0,906.86,1442.6,0,0,0,0,0,25472,51960,18702,89585,47413,81241,61964,6256.5,9085.4,13967,1945.6,0,0,0,71.412,0,0,0,0
AT5G34850.1,183.38,0,0,5123.3,0,0,7039.8,0,0,4140.3,480.55,0,1800.6,0,0,0,0,0,1056,5329.3,18756,127750,172440,23088,22232,9533,5445.1,3815.9,0,0,0,1195.7,1477.3,0,0,0,0,1354.6
AT5G06060.1,0,0,27.417,0,0,0,0,0,0,0,0,0,547.79,0,0,0,89.802,0,0,37973,109960,108060,111270,32269,8410.8,4966.3,7367.5,2690.8,2342.3,2719.9,0,2692.3,0,0,0,0,0,0
AT5G63570.1,0,0,0,0,0,0,0,0,0,0,0,0,3286.2,0,0,0,23.501,0,3634.9,1400.3,52747,109970,242110,95065,11981,12204,3775.1,0,0,0,0,0,0,0,0,0,0,0
AT4G33680.1,0,33.36,0,35.419,123,49.401,0,0,0,3569.6,2774.4,1652.4,0,0,8821.7,0,0,0,890.35,17690,310560,294060,447490,229330,16139,38507,19696,6942.8,0,4643.2,0,7929.6,0,52.412,45.86,0,0,76.877
AT5G58330.2;AT5G58330.1;AT5G58330.3,0,0,0,15318,0,0,0,0,2272.2,0,1425.3,1798.2,0,126.4,0,8187,2326.2,900.24,1256.8,140680,459250,560070,669700,280150,126240,108800,47453,55663,38479,27021,0,2988.9,9830.8,0,0,2052.6,12869,1379.4
AT3G48730.1,0,48.781,0,0,0,59.329,0,0,0,0,0,0,0,9369.2,0,0,0,0,0,13087,228490,532750,1005800,483020,238970,127720,10180,3512.8,3314.8,0,283.46,809.31,0,0,2129.5,48.592,0,58.044
AT1G03475.1;AT4G03205.1;AT4G03205.2,0,0,0,0,708.48,7988.4,0,1661.7,0,0,1851.1,495.45,2403.3,0,46738,0,778.64,3707.3,0,51928,181120,579650,848350,725530,305290,152750,11026,13720,0,0,0,3490.9,22628,5929.3,60559,0,8890.7,6387.6
AT4G31990.4;AT4G31990.2;AT4G31990.1;AT4G31990.3,0,40.26,1123.9,0,0,0,2158.2,0,0,0,0,6397.7,2730.7,2380.2,3359.3,0,0,706.04,0,19142,332060,810010,1160600,826850,310150,104150,17218,2249.5,0,0,711.46,24963,0,1913.3,0,72.011,0,2664.4
AT1G23310.1;AT1G23310.2,1977.1,191.47,326.73,168590,0,25685,13924,13554,8111.6,41059,4546.6,2297.3,29274,60582,19069,79826,4128.1,2179.6,684.36,258320,2012900,3716600,4511000,3589400,2088600,1203600,354660,266790,157190,62066,633.93,3549.5,10732,5081.4,5125.7,3092.5,2827.7,6935.8
AT4G03200.1;AT4G03200.2,0,62.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422.6,0,0,0,0,0,0,0,0,0,0,0,1970,0,0
AT4G36810.1;AT3G14510.1;AT2G18620.1;AT3G14550.1;AT3G14530.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.327,0,0,0,0,0,30.778,30.148,17340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G26210.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7315.8,8122.3,0,5564.5,0,0,0,0,0,0,0,0,0,0,1787.5,0
AT2G47130.1;AT3G29250.2;AT3G29250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264.1,11477,8706,1291.4,0,0,0,0,0,0,0,0,0,0,0,0
AT5G41970.1;AT3G49320.1,0,0,0,0,0,0,27.126,0,0,0,0,0,0,0,0,0,0,0,931.54,0,0,18610,13935,20796,0,7575,0,1083.1,2271.9,3134.6,42.949,0,0,1519.7,0,0,0,1115.3
AT5G23310.1,0,0,0,6229.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425.9,0,8217.8,15475,30522,0,6068,0,0,5073.7,0,0,0,0,0,1637.4,0,0,0
AT5G64460.7;AT5G64460.8;AT5G64460.6;AT5G64460.4;AT5G64460.3;AT5G64460.2;AT5G64460.1;AT5G64460.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438.3,0,0,1154.2,0,1930.9,14980,61449,77023,2838.1,2527.9,0,1807.6,0,801.82,0,0,0,0,0,0,0,0
AT1G09010.1,0,0,0,107.44,0,2675.9,0,1506.8,0,0,0,0,0,0,0,0,0,0,0,2670.1,0,14580,31072,74738,62670,9802.9,5611.5,0,1395.3,0,0,37.326,1041.6,0,0,0,563.82,0
AT1G48420.1,0,0,0,35.252,0,17.367,0,0,0,0,0,0,0,0,0,0,1053.2,0,0,1871.3,7653.4,9146.3,66955,78530,72170,36652,21997,0,17587,0,898.92,46.572,0,0,0,23.156,0,1514.4
AT1G80600.1,0,32.696,0,0,0,12782,0,0,0,0,1411.8,0,0,0,0,0,1529.6,0,0,34046,120170,299900,281310,307160,105320,7334.9,5325.1,0,0,1353.2,546.38,107.87,445.77,0,66.429,0,2351.8,394.45
AT5G60600.1;AT5G60600.2;AT5G60600.3,236.22,48.701,0,3089,483.33,2046.5,1844.1,0,961.83,0,1708,1442.4,3851.9,6682.4,1666.6,5127.4,0,1018.3,391.41,16670,96952,335720,396610,448730,101860,36792,4820.2,2070.7,2362.4,0,0,2500.9,650.5,2604,0,3128.9,0,0
AT3G55760.3;AT3G55760.2;AT3G55760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457.6,0,0,0,0,0,0,0,1927.9,0,4742,0,0,0,0,0,0,0,0,0,1442.6,1654,0,0
AT4G26500.1,0,0,0,0,0,0,37.233,0,0,0,0,0,0,0,0,0,0,0,0,4040,0,1233.8,0,1554.9,8809.1,1105,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66130.1,0,0,0,0,0,0,13.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6342.7,0,1671.3,13728,543.46,0,295.53,0,0,0,0,0,3017.2,0,0,2196.2,0
AT4G38810.1;AT4G38810.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10354,9189.6,14063,4653,0,0,0,0,0,0,0,0,0,0,0,0
AT5G44130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.63,0,2749.3,0,0,17494,25312,40.524,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77122.1,185.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1834.4,0,0,0,0,0,0,0,0,8277.2,20405,7877.8,3955.6,3856.8,0,2346.9,0,0,0,0,0,0,0,0
AT5G13370.1;AT5G13350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328,4059.7,0,0,0,0,0,32.451,8335.9,0,17527,15046,0,0,37.86,0,0,3050.1,0,0,0,1127.7,0,0
AT1G70570.1;AT1G70570.2,0,0,0,64.903,0,0,0,0,0,0,5906.1,0,0,0,1834.9,0,0,0,0,1198.1,0,0,0,4171.6,24868,10354,8234.1,0,0,0,0,0,0,0,0,2202.9,922.16,0
AT2G02500.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.3,0,0,987.63,5289.7,19131,29137,5453.1,0,0,3683.7,0,0,0,0,0,0,1130.2,0,0
AT5G27470.1,0,0,0,4337,0,35.856,0,0,0,0,0,0,0,0,0,7806.7,0,0,0,2751.5,53.671,3675,12519,10347,31158,7279.9,627.26,0,0,224.84,0,0,0,0,0,0,0,0
AT1G63970.2;AT1G63970.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934.7,39412,3528.3,2668.6,19288,13575,764.94,0,57.688,0,0,0,0,0,0
AT4G21580.1;AT4G21580.3;AT4G21580.2,0,0,0,0,0,0,0,0,0,1749.8,0,0,1232.6,0,0,4367.9,0,0,0,0,0,0,5811.6,13469,26936,24334,3658.4,0,4760.1,0,0,1339,0,0,3083.3,0,0,0
AT5G52520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6565,26991,18747,41565,11504,6064.4,0,0,0,0,27.329,0,0,0,0,0,0
AT5G17380.1,0,0,0,0,0,1463.7,0,2236,0,0,0,0,0,4537.1,4155.4,8389,0,1176.3,0,0,3405.4,18608,12841,18470,27751,6109.9,3324.6,0,0,0,0,2324.4,0,1872.5,0,0,0,0
AT4G22930.1,0,0,0,0,0,0,0,4599.2,6014.3,0,0,0,0,0,0,0,0,0,485.29,0,0,0,10303,27632,44475,37644,0,0,0,0,0,0,0,0,0,1867.7,942.93,0
AT3G25770.1;AT3G25760.1;AT3G25780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12657,0,0,0,0,6911.8,0,10900,20003,40075,27702,31672,24704,0,0,0,0,0,0,0,0,0,0
AT4G34350.1,119.56,0,0,0,0,0,0,0,0,0,0,1775.8,0,0,0,1144.6,0,0,0,0,0,0,21924,39619,51181,32832,18385,5105.7,0,0,0,0,0,0,0,0,4986.3,0
AT3G23700.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205.7,5841.3,5405.8,68378,58966,26239,9442,6637.1,0,0,0,0,0,0,0,0,0
AT5G17530.2;AT5G17530.1;AT5G17530.3,0,0,0,0,0,0,0,0,0,0,1283.2,0,0,0,0,0,1145.7,0,0,0,0,0,0,12114,76059,72760,19026,6543.8,0,0,928.17,0,0,0,0,0,0,14.536
AT5G57850.1,0,0,0,0,0,0,0,2877.3,1201.6,888.96,0,0,0,0,0,0,3780.1,1456.7,0,0,5538.1,0,12504,15181,74867,70511,18786,5430.1,0,0,497.58,0,0,4907.5,42.207,0,0,0
AT5G36210.1,0,0,854.45,0,0,0,1520.8,0,0,0,0,0,0,7203.1,0,4037.4,0,3069.8,4224.9,0,2987.7,1316.5,26662,73638,140530,45521,3192,0,0,0,0,0,0,0,0,0,0,1145.3
AT5G43940.1;AT5G43940.2,0,116.71,1218,0,0,0,4074,0,185.16,60.916,0,7147.5,0,2408.2,0,2582.4,1691.5,729.77,0,5045.9,14698,89322,259070,291550,341690,164820,21341,16076,592.5,4059.6,1160,42.084,5746.4,25.294,0,0,235.9,0
AT5G04590.1,0,65.07,0,0,0,9091,19262,2947.1,0,0,9352.7,0,3922.1,8732.9,0,4868.2,0,0,457.66,7765.7,4216.2,11683,98560,218870,402150,258960,74551,50825,12262,0,0,17344,1630.2,665.25,0,7264.4,3311,22795
AT4G24770.1,0,58.153,0,0,0,183.5,0,56.158,5070.2,0,0,0,0,2332.5,0,0,0,0,0,0,87841,234710,246450,519470,640870,405450,159300,12242,0,0,0,1923.4,662.82,0,0,0,42.548,4702.8
AT5G51820.1,229.47,85.093,114.27,132.14,0,129.42,141.84,1514.4,0,0,0,1822.8,910.97,6640,1285.4,1403.2,17692,0,939.73,3827.5,0,8919,127640,257160,822780,783730,371900,169450,24669,1172.5,183.84,2248.4,99.074,38.384,0,0,3225,2741.9
AT2G15620.1,0,0,146.88,0,509.83,223.41,33.411,31.914,5075.6,5029.5,0,11473,6570.5,2791,4057.3,9692.6,1078.2,1357.2,1879.4,19408,102290,192910,496600,831040,917920,628510,186210,53016,16161,7253.7,83.623,36.627,275.81,4692.7,574.11,445.47,3719.2,775.25
AT1G04410.1;AT5G56720.1,35.419,0,0,208.23,580.76,535.37,0,5206.4,7297.2,5469.1,2848.5,0,6381.4,0,11143,1864.2,405.75,0,0,3535.2,5002.4,26055,280140,1158400,1501500,1394600,432000,224100,45096,13145,1348.9,43.679,0,2680.1,9607.7,37.439,5750.6,4719.8
AT1G08550.2;AT1G08550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12134,0,0,0,0,0,0,0,0,0,0,0,0
AT1G12840.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8757.3,0,7627.5,0,0,0,0,0,0,0,0,0,0
AT2G26740.1;AT2G26750.1;AT4G15955.1;AT4G15955.2;AT4G15955.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,51732,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296.9,7059.6,21561,14571,6754.1,0,0,0,0,0,0,0,820.11,0,0
AT1G53580.2;AT1G53580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7017.8,21559,0,12550,9472.2,4150.1,0,0,1604.5,0,0,524.6,0,0
AT3G62910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7704.4,43207,5435.7,3108,0,0,0,0,0,0,0,0,0,0
AT2G44490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3938.7,0,0,1847.4,0,0,0,0,0,4887.8,0,3683.8,21658,11843,12187,0,0,0,0,0,0,0,0,2161.4,0
AT5G61510.1,0,0,0,0,0,47.871,0,0,0,0,0,0,0,2047.1,0,2684.8,3394.9,0,0,0,0,0,0,6471.9,19450,29080,0,0,0,0,0,0,0,0,0,0,0,0
AT3G50440.1,0,0,0,0,0,0,1299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776.7,7023.9,32273,5449.6,0,4061,0,0,0,0,0,0,0,7022.6,0
AT1G78680.2;AT1G78680.1,0,0,0,0,0,0,13942,0,0,0,0,0,0,0,0,3029.1,0,0,0,0,0,0,4856.3,0,23149,46885,12274,16966,0,0,0,0,0,0,0,0,0,0
AT4G01870.1,299.32,0,0,0,413.78,90.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4743.1,0,0,28166,21814,39590,2559.1,17779,0,11526,0,0,0,0,0,0,0,0
AT3G21750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567.9,56027,42367,16484,4979.5,9611.5,0,0,0,0,0,0,0,0
AT2G21250.1;AT2G21250.2;AT2G21260.1,0,0,0,41.612,0,63.669,0,0,0,0,0,0,0,0,0,0,36.988,0,0,0,48.592,0,0,17605,43153,45583,8862.8,5901.9,9341,2079.9,0,3263.3,0,0,0,0,27.741,0
AT5G19140.1;AT5G19140.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3407.7,0,0,0,0,0,0,0,7203.1,0,5952,42032,54054,13705,4119.6,6632.8,6236.5,0,0,0,0,0,0,0,0
AT1G12240.1,223.19,29.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5298.8,8110.9,0,62531,95280,71169,0,0,0,0,0,0,0,0,0,0,0
AT3G01910.1;AT3G01910.2;AT3G01910.3,695.5,0,0,52.388,3094.8,22.774,0,2620.6,356.37,0,0,0,3846.1,1022.1,0,0,342.62,880.3,0,0,0,0,0,15584,36901,98694,86936,38973,11505,0,22.774,0,0,0,0,0,0,1394.1
AT4G14030.2;AT4G14030.1,0,0,0,0,0,0,0,0,0,0,1071.8,0,2967.9,0,2999.9,0,0,563.82,0,0,0,0,0,1086.4,64216,154690,84290,56881,20678,4120.3,0,3973.8,0,0,0,2585.9,0,0
AT2G41530.1,0,0,0,2526.6,835.48,7680.5,1225,0,0,1798.2,0,0,0,3897,0,2451.4,0,0,0,0,0,0,0,18944,88719,124020,100320,41400,13769,1375.8,0,0,7475.4,0,0,0,0,2712
AT3G08590.2;AT3G08590.1,0,0,0,0,0,0,1181.5,4455.9,3213.6,0,0,0,6455.8,0,0,0,0,0,0,0,0,0,4008.2,32475,69305,172280,122370,52919,18747,2235.5,380.63,0,0,0,0,0,146.21,0
AT3G48990.1,0,42.084,0,0,0,0,0,0,0,0,0,0,0,0,2787.2,0,0,0,0,0,0,0,6098.3,118160,163340,295650,152920,51212,9487.4,3407.3,0,0,0,0,0,2394.9,1460.8,0
AT2G35820.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7248.9,0,0,0,0,0,0,0,0,0,0,1571.6
AT1G80460.2;AT1G80460.1,0,0,0,0,1338.2,0,0,1326.9,0,0,0,0,0,0,0,0,0,2063.6,0,1475.4,0,0,0,0,0,1883.9,2329.7,0,0,0,0,0,0,0,0,0,0,0
AT1G78670.1,0,0,0,0,0,0,4277.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6027.9,0,0,6668.3,0,0,0,0,0,0,0,0,0,0,0
AT4G08790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262.4,0,18487,0,0,0,0,0,0,0,0,0,0,0
AT4G02340.1,0,37.726,0,0,0,0,0,0,0,0,0,1425.3,0,0,0,0,0,0,0,0,0,0,0,0,4798.3,5452.4,7829.4,0,0,0,0,0,0,0,0,0,0,2299.4
AT4G20840.1,0,0,0,0,0,0,0,0,0,0,968.51,0,0,2219.4,0,1932.9,0,0,0,0,0,0,0,0,0,8753,12104,6608.2,0,0,0,0,0,0,0,0,0,0
AT1G05560.1,0,43.868,0,0,0,0,4743.2,0,0,0,0,281.42,0,0,0,0,0,0,0,0,0,0,0,0,0,40772,48990,0,0,0,379.73,0,0,0,6108.5,0,0,0
AT3G02870.3;AT3G02870.1;AT3G02870.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47897,72362,16833,26613,0,0,0,0,0,0,0,0,0
AT3G12490.1;AT3G12490.2,0,0,0,2701.4,0,8498.9,0,0,0,0,0,14988,0,18372,0,0,0,0,1446.1,0,0,0,0,5186.8,13886,6524.1,34215,13439,23121,8879.6,0,5176.3,17835,59.76,0,41.744,0,0
AT1G30580.1,1189.9,0,0,15479,0,0,0,0,0,0,0,0,0,0,1004.6,0,0,878.89,0,0,0,0,0,0,3677.8,54481,55687,36413,23636,10803,0,1346.8,0,0,941.09,0,0,0
AT5G12040.1;AT5G12040.2,0,0,0,0,215.64,0,867.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215.6,897.44,2398.1,0,68522,93022,29431,9701.1,1427.9,0,0,2037.8,0,0,0,3066.8,0
AT1G32200.2;AT1G32200.1,0,0,0,0,288.44,0,10604,25291,0,0,0,0,0,0,0,0,0,0,0,0,2000.5,0,6800.5,0,14910,44073,48748,38721,22502,0,0,0,712.26,0,0,0,0,0
AT5G49650.1;AT5G49650.2,98.816,21.276,90.579,4083.1,167.56,2337.6,0,2880.2,0,0,0,678.12,0,0,0,1447.9,1191.2,0,0,0,3208.7,0,0,0,0,65450,82664,50423,6355.5,0,0,3253.2,811.54,0,0,0,0,0
AT3G56310.1;AT3G56310.2,221.43,57.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599.3,598.46,0,0,7926.2,3011.8,0,0,13952,52922,62722,58748,27126,7819.8,0,0,0,0,0,0,0,0
AT2G29450.1;AT2G29440.1,401.12,0,0,0,0,0,0,0,1396.3,0,0,0,1397.5,604.39,0,0,0,0,0,0,0,4090.8,0,7370,7791.8,147550,173620,147400,101990,33046,0,0,0,0,0,1851.5,0,0
AT1G76160.1;AT1G21860.1;AT1G21850.1,0,0,0,0,0,0,1056,0,3042.5,0,0,1410.6,1875,0,0,3999.5,0,0,0,0,3435.8,0,0,33198,55576,119440,191660,158090,78344,28584,0,0,2113,0,1875,1573.1,0,1603.9
AT3G12780.1,1673.7,598.1,8373.2,38997,2759.4,61546,64792,41969,11657,25858,17581,15194,15955,18944,33844,13326,10346,6835.5,4750.3,67493,91620,37712,118110,849610,4723400,11818000,16452000,15548000,10074000,4159200,152050,586930,371070,114520,96237,49129,44865,37887
AT4G27560.1;AT4G27570.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7599.4,0,9861.2,0,0,0,0,0,0,0,0,0,0
AT4G33510.2;AT4G33510.1;AT4G39980.1;AT1G22410.1,0,0,0,0,0,0,0,0,0,0,3298.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758.5,11215,0,0,0,0,0,1691.2,0,0,0,0
