Protein IDs,Bio1_proteinGroups_F28,Bio1_proteinGroups_F29,Bio1_proteinGroups_F30,Bio1_proteinGroups_F31,Bio1_proteinGroups_F32,Bio1_proteinGroups_F33,Bio1_proteinGroups_F34,Bio1_proteinGroups_F35,Bio1_proteinGroups_F36,Bio1_proteinGroups_F37,Bio1_proteinGroups_F38,Bio1_proteinGroups_F39,Bio1_proteinGroups_F40,Bio1_proteinGroups_F41,Bio1_proteinGroups_F42,Bio1_proteinGroups_F43,Bio1_proteinGroups_F44,Bio1_proteinGroups_F45,Bio1_proteinGroups_F46,Bio1_proteinGroups_F47,Bio1_proteinGroups_F48,Bio1_proteinGroups_F49,Bio1_proteinGroups_F50,Bio1_proteinGroups_F51,Bio1_proteinGroups_F52,Bio1_proteinGroups_F53,Bio1_proteinGroups_F54,Bio1_proteinGroups_F55,Bio1_proteinGroups_F56,Bio1_proteinGroups_F57,Bio1_proteinGroups_F58,Bio1_proteinGroups_F59,Bio1_proteinGroups_F60,Bio1_proteinGroups_F61,Bio1_proteinGroups_F62,Bio1_proteinGroups_F63,Bio1_proteinGroups_F64,Bio1_proteinGroups_F65
AT4G19880.1;AT4G19880.3;AT4G19880.2;AT5G44990.2;AT5G44990.1,0,0,0,31.2,0,0,3049.3,0,0,0,0,0,0,0,2221.7,0,0,0,0,0,3017.7,10422,18378,37003,35152,8227.3,2943.6,1439.1,0,0,0,1228.3,0,0,0,0,0,0
AT4G12720.3;AT4G12720.2;AT4G12720.1;AT4G12720.4,0,0,0,0,0,41.744,0,0,0,0,0,2333,0,0,3019.4,2391.8,0,0,0,0,0,0,18297,43506,33720,18846,0,0,0,0,0,1031.2,0,0,0,0,0,0
AT4G26300.1,0,31.617,1034.9,0,0,0,2417.4,0,0,0,0,1708,0,0,0,0,0,0,0,0,0,1618.2,13059,64069,60410,29764,5055.4,0,0,0,0,0,0,0,0,0,0,0
AT5G36880.1;AT5G36880.2,0,0,860.07,0,0,0,0,1349.3,0,0,0,0,0,2262.4,0,0,0,0,0,0,0,416.06,45064,56184,28435,34764,26446,0,517.87,0,0,39.243,0,0,0,0,0,0
AT1G12050.1,0,95.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955.8,0,0,0,0,60133,42796,68237,30953,0,0,293.77,77.525,2200,0,0,0,0,23.854,0,23.854,0
AT4G34050.1;AT4G34050.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.26,0,0,0,11171,0,51185,49079,40820,32799,22397,7668.7,4198.4,0,0,0,3790.3,0,0,0,0
AT4G37980.1;AT4G37980.2;AT4G37990.1,0,0,1372,0,0,0,0,0,0,0,0,0,0,0,2175.4,0,0,0,515.52,1663.3,0,35640,61563,67618,22760,14278,6674,0,0,10225,0,3668.4,0,0,0,0,613.62,0
AT3G10920.1;AT3G10920.2,0,104.2,0,0,0,1396.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11859,28553,59049,50301,43786,14417,7464.9,13383,6374.3,0,5546.1,3150.1,3326.8,0,0,0,0
AT1G07140.1,28.946,0,0,3689.9,0,0,0,0,26.302,0,0,0,0,0,0,0,0,0,0,0,121.57,33679,44487,114170,824.01,42109,16537,2532.2,3169.3,0,0,0,0,0,0,0,0,0
AT5G66120.2;AT5G66120.1,0,0,0,7156.4,0,0,0,0,1054.5,0,0,0,0,2603.8,113.01,0,1588.2,0,1163.9,0,39433,67438,63610,91373,0,4254.2,2264.6,0,0,0,0,0,0,0,2740.2,2278.7,0,0
AT1G21680.1,0,0,0,0,0,0,0,0,0,2619.5,0,0,0,0,0,0,0,1206.6,0,0,0,5063.5,37015,102800,78709,47213,9881.4,0,0,0,0,2577.9,0,0,0,0,0,0
AT5G03300.1,0,57.891,0,0,0,0,0,0,0,0,0,0,0,3635.4,0,0,24.623,0,0,3914.3,6751.4,51962,76148,90126,36857,18793,0,0,1120.2,0,914.41,0,0,30.778,36.934,30.778,88.95,50.801
AT5G16970.1;AT5G16980.1;AT5G16980.2,0,0,0,0,0,0,33.232,0,0,0,0,0,0,0,0,0,4472.1,728.29,0,0,11989,40667,74271,129760,15398,24022,0,0,0,0,0,0,0,0,0,0,0,0
AT4G09670.1,0,46.536,0,0,637.19,0,2348.8,0,0,0,0,0,0,0,0,0,323.66,0,0,0,1175.5,35487,147600,171630,79152,21462,4721.8,0,0,0,0,2039.7,0,1807.7,0,0,0,50.588
AT1G31180.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294.4,0,0,0,5263.7,73392,115800,151780,43463,21618,19298,15248,20406,4317.3,0,0,3591.9,2410.3,0,0,0,0
AT2G20420.1,0,0,0,0,0,0,0,0,0,0,7909.2,0,0,2039.8,0,0,3396.1,0,0,8269.7,14524,31956,150730,180550,141110,42584,0,0,0,0,0,844.76,0,0,1484.8,0,107.39,0
AT4G35830.1;AT4G35830.2,0,0,0,0,0,0,2762.3,75.542,2663,0,0,0,0,0,0,0,0,863.11,0,0,28835,91082,161100,222520,109460,15337,2425.1,0,2226.5,4774.7,536.95,32.757,0,1705.8,6163.4,0,1454.4,26.206
AT3G61440.1;AT3G61440.3;AT3G61440.2,0,0,0,0,453.7,19.585,15872,0,0,1656,0,0,0,0,0,839.05,0,0,0,0,12666,106910,130250,234450,223860,92124,10684,0,0,0,607.1,23.715,2037.2,4320.1,0,0,0,0
AT5G14780.1,218.03,87.779,0,0,1226,0,206.55,0,4060.3,0,0,0,0,0,0,2854.2,164.5,0,1107.2,692.87,8301.7,52247,169100,393790,264380,174870,41881,4524.1,0,0,0,0,6139.4,0,2505,1278.2,0,0
AT1G04420.1,0,0,177.73,0,0,4871.5,0,76.201,1618.3,0,0,1984.5,3576.5,10881,0,0,35.611,838.71,0,0,27079,113160,248540,546850,269530,151780,13009,4581.8,0,2210.3,0,6453.5,0,0,1268.9,11974,110.8,5625.8
AT1G35720.1,20.254,31.884,38.384,13.871,66.429,1913.9,2869.9,3943.9,851.92,1957.6,0,3478.9,7076.7,2259.4,29678,757.1,87.116,566.97,1277.9,1563.5,20834,258310,575930,747340,549720,223090,14127,0,0,5011.5,0,318.98,60.762,54.01,0,60.762,205.32,26.572
AT3G09820.1;AT3G09820.2,660.18,0,0,37.051,0,4316.9,5217.9,1309.1,109.26,0,2227.8,3734.2,0,0,7627.7,2721.6,1651.9,923.18,2593.5,3035.6,99210,559540,764530,830440,399540,154160,25219,5948,1500.5,7465.9,1976,1248.6,6108.1,35.837,74.101,1168,0,0
AT2G43750.2;AT2G43750.1,663.21,0,0,51.392,0,70.664,1073.5,0,0,0,1375.4,0,970.03,0,3977.7,0,0,0,632.82,0,7972.2,146750,683310,1137900,895570,441890,161950,55655,23213,11565,596.28,0,0,1835.7,1465.1,0,10072,0
AT2G36530.1,48.455,197.32,0,35.714,349.71,0,4615.9,0,1496.7,177.79,0,322.17,0,0,4930.9,5359.3,40.508,3970.3,0,15631,61938,581770,1318700,2075700,1178600,517710,132800,6834.1,3156.5,0,1026.8,3728.9,2625.2,6163.3,1101,2466.1,83.115,9141.4
AT1G68010.1;AT1G68010.2,0,24.227,406.77,8043.5,276.65,8478.7,5926,4503.2,1103.6,1527.6,0,2393.6,9071.6,10945,19905,2960.1,26130,3235.4,832.39,9114.2,297780,1198100,2384700,2945600,2159800,940240,189440,68891,25391,11982,1573.4,48.733,3167.1,2682.5,46.5,0,0,0
AT3G55800.1,523.13,128.85,0,29435,258.27,13064,4553,5059.3,86330,2565,0,10778,18305,8213.5,4643.1,28240,3871,2645.2,794.92,7288.3,71798,532530,1965100,2799900,2751200,1619100,508760,169910,108770,55323,1951.2,13707,7651.6,6766.9,4350,1621.1,2980.5,5527.7
AT5G59750.1;AT5G59750.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,1874,0,0,0,0,0,0,0,0,0,0,0
AT3G05180.1,0,0,0,0,0,27.043,0,0,0,227.16,0,0,749.08,0,0,0,0,0,0,0,0,0,0,0,3982,1439.8,0,0,0,0,0,0,0,0,0,0,0,0
AT2G30060.1,0,0,0,0,0,0,0,4349.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51803,2228.7,0,0,0,0,0,0,0,0,0,0,0,0
AT5G43830.1;AT3G22850.1,0,0,0,94.518,0,0,4649.5,0,0,0,0,0,0,0,0,0,1054,0,0,2820.9,0,0,1200.4,1081.5,18147,1745,11512,829.09,16394,1173.1,0,514.13,9009.6,0,1883.6,0,0,0
AT3G04940.1,0,0,0,2362.3,0,0,2433.4,0,0,0,0,0,0,0,0,0,0,0,0,4967.2,0,0,0,20666,24283,5099.5,10111,4685.6,0,0,0,0,0,0,76.874,0,76.874,0
AT3G06350.1,0,0,1164,0,0,0,38.201,0,0,0,0,7485.3,1538.6,0,0,0,0,0,0,0,0,0,1078.5,24533,51481,36684,13888,1659.8,5059.9,0,0,0,0,0,0,60.74,0,0
AT1G48600.1;AT1G48600.2,0,0,1397.5,5469.8,0,12113,0,0,5246.3,1324.3,0,0,0,0,0,0,2338.7,0,0,0,3834,5824.5,7478,38244,46229,27513,4793.9,0,2264.4,3435.9,0,0,0,0,0,0,0,0
AT2G28470.2;AT2G28470.1,0,0,0,777.7,0,0,6162.2,0,0,0,0,1979.9,0,0,0,0,0,0,0,3292.3,0,6581.4,0,44407,46100,37235,14174,4610.8,0,0,0,2505.4,0,0,0,0,0,45.978
AT5G28020.6;AT5G28020.4;AT5G28020.3;AT5G28020.2;AT5G28020.1;AT5G28020.5,0,0,0,0,0,0,0,0,0,1227.4,0,1481.5,1973.2,0,0,0,0,0,0,0,0,0,4213,19201,74341,54718,3779.6,5985.1,2174.4,0,0,0,5127,0,0,0,0,0
AT2G45790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13714,24113,58919,58513,19725,13367,372.85,360.54,0,0,0,0,0,882.84,0,90.477
AT2G17420.1;AT4G35460.1,0,0,0,0,0,0,1977.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11882,23013,90727,81586,15982,0,0,0,0,0,0,0,0,0,0,0
AT5G63800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.515,1751,0,0,0,0,0,0,8350.4,50867,110930,35220,18654,32626,4691.7,6793.2,0,0,3053.6,0,0,0,0,0
AT4G14880.4;AT4G14880.3;AT4G14880.2;AT4G14880.1;AT3G22460.1,0,129.19,0,0,329.33,268.3,1178.2,0,0,4197.2,10081,0,0,0,0,1735.7,595.73,0,1740.4,1667.3,5003.5,64189,289270,637630,1261600,953150,427490,102420,31602,2733.9,1572.2,1931.5,4241.6,42.084,0,883.34,6022.4,0
AT5G36790.3;AT5G36790.2;AT5G36790.1;AT5G36700.4;AT5G36700.2;AT5G36700.1;AT5G36700.3,702.14,87.875,0,5894,0,96.118,29.377,3678,0,99.257,746.94,0,951.7,8505.5,11548,0,1735.1,434.39,945.14,2781.8,9750.3,129920,481240,1178000,1640900,1221900,284320,55864,13154,18714,2048.2,977.26,6870.7,1768.2,1678.2,6712.8,2375.1,1829.6
AT3G07670.1,0,121.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,1960.4,0,0,0,0,0,0,0,0,0,0,0
AT2G02390.2;AT2G02390.1;AT2G02390.3;AT2G02380.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121.5,0,0,0,0,0,32597,17693,0,0,0,0,0,0,0,0,0,0,0
AT5G36890.2;AT5G36890.1,0,40.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31034,8594.7,9942.8,7998.1,0,0,0,0,0,0,0,0,0
AT1G21440.1,326.82,0,0,0,0,0,0,0,0,0,0,0,2429.9,0,0,0,0,0,0,5892.4,0,0,0,0,7123.3,19715,12731,5162.8,5514.8,0,0,0,0,0,0,0,0,0
AT4G15550.1,0,0,0,41.744,0,0,0,0,0,0,0,0,0,0,0,0,2927.9,0,0,0,0,3359.3,0,0,5951.8,39363,11564,10724,0,0,0,0,0,0,0,0,0,0
AT1G24100.1,0,0,0,0,273.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28044,61179,24810,0,8922.5,0,0,0,0,0,0,0,0,0
AT2G43945.1,527.3,0,0,0,398.29,0,54.702,0,0,0,0,0,0,0,0,0,0,0,0,0,877.36,3932.3,11082,21111,28979,48312,18023,7320.2,0,0,0,35.611,0,0,2293.6,0,0,0
AT1G09830.1,0,0,349.38,0,0,0,0,0,2033.6,0,0,0,0,7789.9,0,0,1069,0,0,0,0,101.17,3533,15694,14646,67787,32830,7127.1,0,860.44,0,59.51,0,0,0,0,2675,0
AT3G59870.1,0,73.171,0,0,0,0,0,0,0,0,0,4865.9,0,0,0,0,0,0,0,320.62,0,0,0,16252,35177,54178,48496,11777,0,0,0,0,0,0,0,0,0,0
AT1G09430.1,0,36.988,0,4409.1,0,2383,4114.3,2699.4,0,0,3533.7,3726.6,0,5309,12797,19190,0,1172.6,0,6520.3,4408.5,0,0,2679.6,7673.9,45013,11437,14089,12711,4839.5,0,4287.1,0,0,0,0,1706.1,0
AT5G11520.1,0,0,397.62,0,347.1,0,0,1470.7,0,0,0,0,0,0,0,91.179,0,566.55,677.21,0,0,7499,0,35186,60728,92429,11396,0,1336.2,0,0,0,0,0,0,0,0,0
AT5G37850.2;AT5G37850.1;AT5G37850.3,0,0,481.61,0,0,0,348.51,2623.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506.2,62701,101080,38871,31347,0,0,0,0,0,0,0,13581,0,2012.1
AT3G18060.1,0,0,631.75,40.098,240.03,0,0,0,27.327,0,0,0,0,0,0,0,27.005,0,0,60.762,74.264,73.644,0,20650,88307,96388,71527,23491,10843,0,1035.7,0,0,0,0,0,0,0
AT4G26900.1,0,0,0,0,528.75,0,0,6367.1,0,7689.1,0,2806.1,10111,0,0,1372.8,1250.7,0,0,1765.1,114.56,0,3949.8,14716,16774,116730,105780,30688,1598.6,4360.3,650.56,0,13902,0,0,2144.5,0,0
AT1G21670.1,230.63,0,2827,0,0,41.744,0,1411.8,12782,2231.4,558.44,0,2419.6,0,0,20155,0,0,1123.2,4085.5,0,0,17939,27730,94671,130190,56123,6798.2,0,0,0,215.23,0,0,0,0,0,0
AT1G31190.1,0,0,0,63.501,0,76.201,0,0,0,0,0,0,0,83.512,0,0,38.101,0,0,1595.7,88.058,0,0,45689,132400,134700,60891,28523,3598,0,0,0,1326.3,2950.2,637.59,0,0,0
AT1G23190.1,0,0,0,10447,0,12681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980.3,35920,70888,125500,126660,52742,28442,0,0,0,44.388,0,0,0,0,910.83,1698.8
AT1G09780.1,467.91,0,0,5831.1,451.51,0,3904.6,0,4228.8,3533.7,7334.9,3772.5,5724,0,0,0,1801,0,0,1609.4,0,4520.3,24837,122930,274170,475530,244630,95101,34290,0,0,339.62,0,2272.7,0,0,1172.1,3391.4
AT1G70730.1;AT1G70730.3;AT1G70730.2,92.243,33.01,515.21,21213,167.41,6389.4,479.22,11834,9613.7,5917.9,6566.6,2752.5,0,2227.7,417.97,2364.8,0,588.34,950.96,0,451,3174.9,68256,195240,369280,593890,309400,155010,40661,17792,91.963,0,1998.6,0,623.34,0,4407.3,0
AT3G55440.1,0,187.23,60.722,6016,918.52,8564,6315.6,9837.9,3640.9,148.86,13205,2108.3,2094.3,15193,23312,40152,0,1984.2,1066,4841.2,0,5912.9,9371.2,62620,482310,1278200,1237900,1125100,605930,179660,10028,194290,246750,48052,27487,5568.7,0,476.31
AT2G21170.1;AT2G21170.2,334.74,180.89,2911.6,194.67,478.71,0,3144.9,6627.2,1396.8,0,6108.9,0,9016,16458,7983.8,18364,88.13,1883.9,0,5276.5,20162,5105.7,9662,131320,767930,2008100,1709900,1306500,677810,192630,5340.9,20227,17344,8633.2,6408.2,208.23,3087,2284.4
AT3G04790.1,0,17.89,0,94109,2258.8,56945,52144,0,0,0,0,0,0,16039,29728,0,0,0,0,5781.2,37.439,5244.5,65223,345520,1447200,2487700,1959800,1215800,515100,236540,8724.1,44737,14287,13524,6700.9,4906.1,47.527,0
AT1G01420.1;AT4G01070.2,0,0,0,0,0,58.222,43.905,0,0,0,0,0,0,0,0,252.45,0,0,0,0,0,0,724.09,0,0,3952.5,6546.7,3660.5,1794.6,0,0,0,0,0,0,0,0,0
AT1G59700.1,0,0,0,30.778,0,0,0,5505.5,0,0,0,0,0,88.901,0,0,0,0,0,0,0,0,0,49.246,6301.9,42114,61080,50661,31552,0,0,0,0,0,0,0,0,0
AT5G17310.2;AT5G17310.1,0,0,0,0,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,33954,78047,60044,35671,2144.2,112.23,0,4657.8,0,0,0,0,2180.7
AT4G23100.3;AT4G23100.1;AT4G23100.2,0,0,0,28654,0,0,9820.7,0,2194.4,0,0,0,0,2686,5378.9,0,0,0,0,0,3127.7,0,4148.3,18767,41516,22990,99164,87281,55809,20454,1965.6,622.89,1248.9,3341.7,0,0,0,0
AT4G14040.1,389.46,0,0,21.934,0,32.901,0,5316.6,0,0,0,1808,0,0,2993.9,1826,2023.3,0,0,13301,0,0,2115.3,9703,27261,75066,113470,101090,42352,26995,0,248.13,4122.2,0,0,0,32.901,0
AT1G15950.2;AT1G15950.1,0,0,0,0,0,0,0,0,0,0,670.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881.3,11755,7405.6,2466.2,0,0,0,0,0,0,0,0
AT2G30140.2;AT2G30140.1,0,0,0,0,0,0,0,1980.3,0,0,0,0,0,3119.3,0,0,0,0,853.9,0,0,0,0,0,0,0,6611.6,7957.6,7912.7,0,0,0,0,0,0,0,0,0
AT2G35500.1,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,832.47,0,0,0,0,0,0,0,7852.6,18718,4403.5,5448,0,0,0,0,0,0,0,0
AT5G48930.1,0,0,0,0,0,0,0,0,0,0,0,4778.5,0,0,0,0,0,0,3298.7,0,0,0,0,0,0,0,5420.8,20322,8057.1,0,0,0,0,0,5465.3,0,0,0
AT3G53560.1,0,0,0,67.837,0,0,0,0,0,0,0,0,0,946.08,3462.8,0,0,0,0,0,0,0,1568.7,0,0,537.64,0,19400,18977,2784.2,0,2497.7,0,0,7964.8,0,0,0
AT5G49215.2;AT5G49215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185.7,0,0,0,0,0,15113,14528,21703,5132.7,0,0,0,0,0,0,0,0,0
AT3G09940.2;AT3G09940.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.32,0,0,0,0,0,0,4423.8,11472,26564,18496,7961.6,0,0,0,0,0,0,0,0
AT2G25450.1,0,0,499.57,9307.1,0,0,0,0,0,0,0,0,0,0,0,2485.1,0,0,0,0,0,0,0,0,0,13692,17517,33605,18301,0,0,0,0,0,0,0,0,0
AT2G21385.2;AT2G21385.1;AT2G21385.3;AT2G21385.4,0,0,0,0,703.82,0,0,0,0,0,0,220.71,0,2996.7,0,0,0,0,0,0,9099.9,0,5236.9,0,0,2339.3,25816,36031,29041,11595,0,3311.7,478.43,0,0,0,0,3192.8
AT2G21370.1;AT2G21370.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.52,0,0,0,0,0,0,0,1619.4,6089.3,28845,42703,39929,26390,2200.8,0,5381,0,0,0,0,0
AT1G10370.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.4,0,0,0,0,0,0,0,0,4345.6,8371.7,59348,74869,53744,4753.4,0,1369.3,6715.4,2795.3,0,0,0,1129.6
AT2G30870.1,0,0,776.79,0,0,0,6372.1,0,0,0,0,0,0,0,0,5860.5,6509.9,0,973.72,3584,0,0,0,0,0,1929.1,52978,205170,197920,109880,8208.7,3784.1,2233.1,0,1230.2,0,0,0
AT1G78370.1,0,33.01,0,1652.4,0,0,0,0,0,0,0,1109,0,0,2172.8,0,1059,0,0,2094.3,0,0,0,0,0,38162,138600,244100,241890,92488,0,0,0,0,0,0,3065.4,0
AT5G03630.1,333.36,28.089,0,0,0,0,0,0,0,0,0,1899.3,2732.9,0,0,0,0,1056.1,0,0,0,0,0,0,10661,56493,191560,379820,205710,20616,215.68,0,1537.4,0,2766,1199.9,0,0
AT1G09750.1,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,2710.1,0,3027.3,0,0,0,0,0,3751.4,17220,160280,271390,371390,379790,227460,81618,0,44.968,0,0,1359.3,3866,0,16668
AT5G66190.1;AT5G66190.2,0,0,485.59,0,932.72,0,0,3602.6,0,0,0,1708,1725.9,0,0,1478.6,0,1793.2,1246.1,0,10451,7119.9,0,6897.8,15892,131800,187480,591210,577680,222200,4220.7,14013,8728.2,0,332.04,0,1709.2,0
AT4G25100.5;AT4G25100.3;AT4G25100.2;AT4G25100.1;AT4G25100.4,0,22.605,0,33845,409.58,17.185,30290,5029.5,3325.8,5655.6,0,0,0,0,5677.7,2109.5,16142,2021.3,0,0,9102.5,77.392,28016,20099,43772,362610,217810,626220,520280,162000,1150,33382,12381,40.099,5246.8,4017.8,9934.6,9184.9
AT3G03250.1,195.38,0,1043.9,0,396.24,31.199,0,7970.9,1725.9,0,0,2339.3,1600.7,10807,2367.3,4037,3205.8,1465.6,638.95,1241.2,5166.2,1087.5,0,0,61202,591800,593550,772590,312840,99066,985.35,16687,0,0,2061.7,638.25,0,0
AT1G78380.1,0,0,0,5202.1,0,4840.9,0,0,0,0,0,0,0,0,0,0,1206.3,1018.3,0,6932.9,18864,5310.8,0,15878,110550,478890,796160,975060,726420,377720,10349,16548,15513,16519,45109,15718,8375.6,6170.5
AT1G56190.2;AT1G56190.1,0,0,0,0,0,23.994,0,1442.1,0,0,0,196.24,0,0,1906.5,0,804.24,0,0,23233,2986.3,90.206,19589,8223.9,109830,515740,740270,1330500,1136400,389340,5244,45880,34952,22478,8025.5,621.68,3595.6,3263.9
AT1G63940.1;AT1G63940.2;AT1G63940.4;AT1G63940.3,355.15,0,2686.2,4973.5,1739.3,120.9,249.8,4586,0,4745.5,1201.6,0,3731.8,3703.3,3053.2,1508.2,0,926.14,1082,17766,50646,65923,43323,245260,361620,609300,768160,957830,935730,349960,0,39531,468.43,0,3092.9,0,35.646,0
AT1G79550.2;AT1G79550.1,345.39,73.306,332.73,0,0,0,13228,13781,0,6875.4,3088.5,0,0,54.01,345.65,0,0,0,0,8760.5,22135,0,0,6007,3088.6,227590,610280,1392000,1337600,856750,23235,30735,7526.1,0,2357.1,3085.6,4972.5,0
AT1G50170.1,0,0,0,4252.3,0,0,0,0,0,1152.8,0,0,0,0,0,0,3816.7,0,1115.2,0,0,0,0,9045.7,0,0,0,23085,36103,24916,0,0,0,0,3666,0,1888.9,0
AT5G63980.1,0,0,23.355,0,0,0,0,7346.5,0,0,0,0,19932,0,0,0,0,1398.6,0,0,0,0,0,0,27701,0,0,0,55157,28716,0,0,0,0,0,0,0,2774.6
AT3G52180.1;AT3G52180.2,190.18,47.871,0,20362,0,12187,2954.7,3120.9,0,0,0,0,0,0,4554.4,0,0,1085.1,0,0,0,0,0,0,5385.4,0,20045,0,38270,29400,0,12208,0,8224.5,9127.4,0,0,0
AT1G05010.1,0,0,0,3527.7,0,0,0,4225.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16223,57814,64400,60766,0,3964.8,0,31.199,0,0,0,0
AT1G55480.1,71.23,56.984,0,0,0,0,0,0,1978.6,0,2353.7,0,3441.3,0,3757.3,2133.4,0,0,562.25,0,0,0,0,0,1990.5,0,29331,61816,149050,92623,0,23421,33125,1502.6,16765,2012.9,0,0
AT1G09500.2;AT1G09500.1;AT1G09500.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133.4,8216.6,0,0,0,0,0,0,0,0
AT1G68760.1,286.51,60.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4977.6,6158,0,0,0,0,0,0,0,0
AT1G20696.3;AT1G20696.1;AT1G20696.2;AT1G20693.2;AT1G20693.3;AT1G20693.1,0,0,0,0,0,40.524,711.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8834.2,3737.4,0,0,0,0,28.946,0,0
AT5G46790.1,0,0,0,71.981,0,71.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282.8,9243.3,0,0,3572.7,0,0,0,0,0
AT1G71860.3;AT1G71860.1;AT1G71860.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675.2,0,1609.8,8493.8,3024.4,0,0,0,0,0,0,0
AT1G64980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19409,0,0,0,0,0,0,0,0
AT5G44720.1;AT5G44720.2,0,0,0,0,0,0,0,1366.5,0,0,0,447.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.8,13739,0,1461.4,0,0,2218.6,0,0,0
AT2G20630.1;AT2G20630.2;AT4G28400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13482,0,1304.9,8106.1,0,0,0,0,1882.3
AT4G04880.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5271.8,20179,0,0,0,0,1707.9,0,0,0
AT3G55120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172.4,14393,0,6301.9,0,0,0,0,0,0
AT2G33590.1;AT2G33600.1,0,0,0,0,0,18.069,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937.35,0,0,0,791.4,3195.4,0,16503,0,7224.1,5549.1,940.72,0,0,0,0
AT5G19240.1,0,0,0,0,0,1719.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863.3,0,4915,0,0,0,0,0,31443,1699.2,0,6242.1,0,0,0,0,0
AT5G48180.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3139.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,12086,18168,2899.8,7198,2088.9,6911.3,0,0,0,0
AT1G12230.1;AT1G12230.2,0,0,0,0,0,0,1324.3,0,0,0,0,0,0,311.68,0,0,0,0,0,0,0,0,0,835.1,0,0,9527.8,1307.2,19810,22076,770.66,36.55,0,0,131.51,0,0,0
AT1G09490.2;AT1G09490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.4,0,11913,4798.1,26463,2245.1,12474,8021.1,0,0,0,0,0
AT1G19130.1,0,0,0,0,0,0,7100.5,0,1479.1,0,0,0,2619.5,0,0,1891.4,1894.8,0,1322,0,0,0,3347.5,1962.5,0,0,7311.6,16676,38116,48820,1043.9,4298,0,0,0,0,0,0
AT5G04430.1;AT5G04430.2,0,0,249.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6243.7,0,7226.2,30853,65324,3024.7,14117,24301,0,0,0,4906.2,0
AT5G23440.1,0,0,0,0,333.81,0,0,0,0,0,0,0,0,0,2096.8,0,0,0,0,0,0,0,0,0,0,0,0,4452.5,35327,74653,0,41664,10990,1734.2,0,0,0,0
