Protein IDs,Bio2_proteinGroups_F28,Bio2_proteinGroups_F29,Bio2_proteinGroups_F30,Bio2_proteinGroups_F31,Bio2_proteinGroups_F32,Bio2_proteinGroups_F33,Bio2_proteinGroups_F34,Bio2_proteinGroups_F35,Bio2_proteinGroups_F36,Bio2_proteinGroups_F37,Bio2_proteinGroups_F38,Bio2_proteinGroups_F39,Bio2_proteinGroups_F40,Bio2_proteinGroups_F41,Bio2_proteinGroups_F42,Bio2_proteinGroups_F43,Bio2_proteinGroups_F44,Bio2_proteinGroups_F45,Bio2_proteinGroups_F46,Bio2_proteinGroups_F47,Bio2_proteinGroups_F48,Bio2_proteinGroups_F49,Bio2_proteinGroups_F50,Bio2_proteinGroups_F51,Bio2_proteinGroups_F52,Bio2_proteinGroups_F53,Bio2_proteinGroups_F54,Bio2_proteinGroups_F55,Bio2_proteinGroups_F56,Bio2_proteinGroups_F57,Bio2_proteinGroups_F58,Bio2_proteinGroups_F59,Bio2_proteinGroups_F60,Bio2_proteinGroups_F61,Bio2_proteinGroups_F62,Bio2_proteinGroups_F63,Bio2_proteinGroups_F64,Bio2_proteinGroups_F65
AT1G17290.1,0,0,0,0,0,0,100.42,0,0,0,0,0,611.95,0,0,0,0,4344.7,4728.1,91454,6147.1,67986,0,9701.1,8547.6,4185,7155.2,0,3566.2,0,42839,0,1695.1,0,0,0,0,0
AT1G17650.1,0,608.28,0,0,0,0,0,9153.2,0,0,1906.5,0,0,0,44.268,0,5984.4,3914.4,11413,21251,0,45583,7412.4,36344,22703,5448.7,0,0,0,0,6396.8,0,5289.6,0,1824.1,0,0,0
AT1G17860.1,353.7,0,5526.6,0,141.82,0,215.98,7185,16841,0,0,5091.8,169.91,0,0,957.28,0,2083.5,0,0,0,0,0,0,0,1380.1,0,0,0,2696.1,0,0,2344.1,0,1320.9,0,0,65778
AT1G17890.3;AT1G17890.2;AT1G17890.1,0,0,0,0,0,0,21.042,1380.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4216.9,11219,4133.2,0,0,0,0,0,0,0,0
AT1G18080.1;AT3G18130.1;AT1G48630.1,0,0,56251,1683.2,970.2,0,29714,0,0,0,0,1682.5,0,0,0,0,0,0,0,0,152.57,5459.1,0,0,0,0,0,1404.2,0,0,11856,3965.1,4484.2,0,0,0,0,0
AT1G18210.2;AT1G18210.1,99.205,0,0,0,0,0,0,0,0,0,24.366,0,0,0,0,0,0,15.781,0,0,0,0,0,0,0,0,0,0,0,33239,15638,7841.1,0,0,0,0,0,0
AT1G18270.1;AT1G18270.2;AT1G18270.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5566.6,0,0,0,0,0,0,0,0,0,4440.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G18540.1,191.11,0,88284,1858.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,2094.2,0,0,0,0,0,0,0,0,0,0,4951.3
AT1G18640.2,0,0,0,0,0,0,16.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26867,6052.6,0,0,0,0,0,0
AT1G19130.1,0,0,0,54.086,0,0,0,0,0,0,0,0,0,0,41.6,0,0,690.35,0,0,0,0,0,0,0,0,0,20856,19709,25071,0,0,0,0,0,555.63,0,0
AT1G19570.1;AT1G19570.2;AT1G19550.1,794.63,510.18,6881.1,67.87,164.41,798.07,261.65,0,2353.2,49.206,29.377,1763.1,2922,0,772.99,0,0,2459.1,11681,4453.6,113.88,9130.9,21665,13275,5505.9,11660,0,0,5648.9,48170,231480,379240,247810,191970,74243,18341,16549,1554.8
AT1G19730.1,0,0,6360.9,0,0,0,33.411,23.865,0,0,0,0,39.042,269.67,0,0,0,0,0,19.092,0,0,55.485,0,0,0,0,0,38.839,0,0,0,0,0,0,3537,19654,0
AT1G19920.1,0,516.68,33.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5079.6,10290,3008.4,10966,5354.3,66.821,0,2942.4,0,0,1596.5,0,0,1431.3,0,0,1772.2,2356.9,0,0
AT1G20010.1,0,0,498790,2141.1,648.11,0,34444,9148.9,2999.5,2095.6,686.59,1305.2,0,5472.5,0,53.665,0,2679.5,98.801,45297,0,4347.3,1490.8,12163,3546.1,0,1864.2,0,0,0,0,2170.6,0,0,0,1335.1,0,0
AT1G20020.1;AT1G20020.2;AT1G20020.3,0,1535.6,188.99,50.582,24.386,1212.1,15.6,0,2947.1,0,7265.2,0,891.08,1624.4,180.95,0,4222.3,0,192.01,0,67.33,0,8074.5,2042.5,7650.3,65505,106760,532930,86929,147290,49271,31.2,202.35,2978.5,4216.1,0,0,4702.5
AT1G20200.1,0,288.01,78484,1196,697.77,0,7387,0,0,0,0,0,0,0,0,835.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G20225.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13051,0,8956.2,0,2695.2,0,0,0,0,1420.4,0,0,0,0,0,0,0
AT1G20340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148880,258730,214130,42044,0
AT1G20440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7070,5247.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G20450.2;AT1G20450.1,0,0,7188.3,0,0,0,0,0,0,0,0,0,412.63,0,0,697.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G20580.1;AT1G76300.1,0,0,28715,0,176.85,0,2821.3,0,0,0,0,0,0,0,0,0,1612.3,0,0,1051.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G20620.1;AT1G20620.5;AT1G20620.2;AT1G20620.4,0,374.47,21883,251.35,625.79,95.951,4944.8,0,3354,0,1662.3,243500,398.48,16958,1132.4,64222,714520,691370,1151600,423110,8700.5,101820,5151.3,8925,1404.4,0,1205.3,0,2166.8,6319.1,2213.5,5462.1,0,0,1906.5,0,0,5753.7
AT1G20630.1,198.13,0,0,0,0,0,0,0,0,940.02,0,17154,0,0,0,0,0,31371,37204,15886,0,0,3010.1,0,6231.1,0,0,0,0,0,0,0,0,0,0,0,0,1059.3
AT1G20696.3;AT1G20696.1;AT1G20696.2;AT1G20693.2;AT1G20693.3;AT1G20693.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7370.6,0,0,0,0,0,0,0,0
AT1G20950.1,0,0,0,0,575.89,0,361.94,0,0,0,0,0,0,0,0,0,7301,0,0,12130,0,2602.1,0,0,0,1337.4,5692.8,0,0,0,0,3895.9,0,0,1641.8,0,0,0
AT1G20960.2;AT1G20960.1,0,0,34808,0,0,0,300.84,0,0,0,1259.3,0,0,0,0,725.82,0,0,0,1095.1,0,0,0,0,0,0,1314.6,0,0,8683.7,0,0,0,0,0,0,0,0
AT1G21130.2;AT1G21130.1;AT1G21100.1;AT1G21120.1;AT1G21110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G21350.2;AT1G21350.3;AT1G21350.1,0,0,5392.3,0,0,0,1352.6,3853.3,0,0,1344.8,1199.4,331.24,0,0,1213.3,0,859.27,0,0,0,29.377,0,2735,2383.1,0,0,0,0,54.266,60.295,8370.3,31569,78316,67556,35408,7455.2,10163
AT1G21440.1,0,0,0,0,0,0,0,14037,0,0,0,0,0,0,0,0,7403.9,0,0,0,0,2467.2,2126.5,3835.1,20590,27064,3767.8,0,0,3506.4,0,0,0,0,0,0,0,2508.9
AT1G21670.1,0,0,0,23.355,0,0,0,0,0,0,35.921,23.355,62.768,0,141.1,253.33,0,0,483.41,0,0,0,0,6654.9,28772,62240,15797,16098,4246.5,0,0,0,995.25,0,0,0,0,0
AT1G21680.1,0,0,0,0,0,0,0,0,0,0,0,0,129.21,0,0,0,0,1072.2,0,0,0,19290,27892,48179,21400,7050.8,0,0,4356.3,0,0,0,3752.2,0,801.63,3316.8,0,0
AT1G21720.1,0,0,0,0,457.07,0,71651,4956.9,0,0,0,0,0,0,0,325.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G21750.1;AT1G21750.2,0,0,0,224.82,0,486.67,1724.4,0,0,0,216.03,0,105.39,1309.9,0,0,0,0,0,26749,1693.4,29544,15429,0,0,368.47,0,0,537.91,0,0,0,0,364.7,0,0,0,0
AT1G21770.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3939.6,0,0,0,0,0,0,0,0,0,0,2537.2,6357.9,4672.2,11362,23868,5481.6
AT1G22300.1;AT1G22300.2;AT1G22300.3;AT1G22290.1;AT1G22290.2,569.25,0,0,0,36.823,628.74,130.14,0,0,0,0,94.147,0,4086.2,407.24,43.859,1041.4,1516.6,30919,37962,6371,74100,14792,6803,0,1733,3051.8,0,3817.2,0,3923.2,61.796,1629,5446.4,1774,2103.8,0,33.918
AT1G22430.2;AT1G22430.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3765.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23130.1,0,0,114.55,0,0,214.69,0,0,0,0,0,0,0,0,0,0,4585.7,1450.8,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,23255,36278,55015,38435,22324,0
AT1G23190.1,0,0,0,0,0,0,0,3205.7,0,0,0,0,0,2095.6,0,71.594,0,0,4186.7,0,0,3951.3,10694,59781,98974,124210,43698,30126,7965.2,0,1335.8,0,0,0,0,0,1031,490.68
AT1G23290.1,0,0,59728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23310.1;AT1G23310.2,858.42,759.31,94908,709.83,1128.6,363.09,4301.2,20841,3447.5,24.605,6375.2,2718.3,867.41,11769,236.45,1842.7,9065.2,6768.6,8373.4,173220,102810,1719700,1293000,1580900,438220,122950,25070,39383,31405,17557,14161,1977.3,5681.6,0,4151.2,4775.3,5987,4255.8
AT1G23440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.77,0,0,0,0,0,491.78,1901.5,0,0,0,0
AT1G23740.1,199.54,256.13,52.595,419.7,24.481,0,159.71,3711.1,57.949,34.371,47.158,1670.4,262.61,0,204.18,244.76,3991.4,0,1630.1,639.86,28.642,10129,7934,1462.5,12812,16529,75248,636800,1180600,1094600,1074000,322890,94986,22264,2941.8,1218.3,0,727.44
AT1G23820.1;AT1G23820.2,0,0,0,0,37.92,0,0,0,0,0,0,0,0,0,0,0,0,1115.4,53394,36562,0,0,18817,7920.9,0,0,0,0,1400.2,0,0,0,0,0,0,0,0,0
AT1G24020.2;AT1G24020.1,0,175.47,4945.8,0,76.564,126.46,0,0,0,38.138,23.118,0,63.88,2528.4,158.78,0,2317.4,0,0,1104.5,264.34,4446.3,2574.5,0,0,2489.9,0,596.33,1035.7,58964,163690,128700,56090,67894,32874,2922,0,1252.6
AT1G24100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18011,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24360.1,2000,4091.8,487100,2960,488.26,0,11407,0,0,0,0,0,0,0,0,2516.2,0,2980.1,0,0,174.06,7197.7,0,0,6643.2,14598,0,2631.7,0,0,0,3499.7,0,0,0,0,0,1549.4
AT1G24510.2;AT1G24510.1,0,0,33713,0,0,0,4293.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.6
AT1G25350.1;AT1G25350.2,1143.4,0,68685,0,156.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.2
AT1G25490.1,0,0,6995.2,371.23,0,0,0,0,41.71,0,0,1140.5,33.411,0,0,0,4063.6,0,0,0,0,3523.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G26160.1,0,0,0,0,27.329,0,0,0,52.388,0,18.219,0,0,1834.4,0,0,0,0,0,0,18.219,0,6712.7,9544.7,9141.7,10798,0,9585.5,0,2560.9,0,0,0,0,0,0,0,0
AT1G26560.1;AT2G32860.1;AT2G32860.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214.3,0,9028.4,0,0,0,0,0,0,0,0
AT1G26630.1;AT1G26630.2;AT1G69410.1;AT1G13950.1,0,83.036,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.69,2665.5,0,14868,10252,3803.9,7158.5,896.79,0,293.95,0,0
AT1G27130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.184,0,13386,0,0,0,10473,8221.5,0,0,0,0,0,0,0,0,0,0
AT1G27450.2;AT1G27450.1;AT1G27450.3,0,285.1,6041.5,38.201,257.48,0,64.729,3396,23.118,18.494,32.365,0,0,4377.4,0,41.612,0,0,0,0,23.118,5093.5,0,0,11659,15665,57596,131040,90231,28626,55600,0,1880.6,0,2645.8,0,0,27.741
AT1G27950.1,0,0,935.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158.6,0,6242.2,0,0,0,0,2402.5,5850,627.52,0,2990.3,0,0,0,0,0
AT1G27970.1;AT1G27970.2,0,0,0,0,63.669,0,78.291,0,0,0,0,0,0,0,0,27.741,0,27.741,70.509,0,97.211,0,0,0,0,1749.8,1964,0,0,0,27833,48332,28141,27627,11316,625.23,0,24.769
AT1G29150.1,0,0,46114,0,0,309.64,11371,0,1836.4,0,0,13040,0,0,0,935.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855.8,0,0,0,992,0,0,0
AT1G29250.1,0,0,13986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29260.1,0,38.839,0,0,0,0,0,0,0,478.66,27.043,0,0,0,0,0,0,0,0,0,0,0,0,0,443.88,0,282.97,0,0,1530,10984,4155.8,371.75,0,0,0,0,0
AT1G29660.1,877.59,0,20204,0,40.099,0,5737.7,0,0,0,0,0,0,0,0,24.481,0,920.47,0,0,0,1161.3,0,270.51,13810,0,4912.7,0,4053.9,15412,59518,171500,163720,83435,29972,5696.1,0,1867.5
AT1G29670.1,319.44,0,14996,31.313,121.27,0,0,0,31.889,1859.7,0,3214.1,4558.9,3266.5,291.88,997.97,1203.6,1277.3,3513.9,9700.1,910.71,3143.2,235.79,30662,6815.5,2250.9,0,0,6617,0,5005.9,0,0,0,5790.1,46961,129320,237130
AT1G29880.1;AT3G44740.1,294.74,810.08,31260,156.57,0,0,0,0,5137.8,0,949.05,168.67,0,25928,1177.9,55078,0,3247.2,2102.7,0,0,0,0,0,0,0,0,0,0,3772.5,0,3363.6,0,0,0,2817.4,955.77,3326.8
AT1G29900.1,0,0,0,0,156.68,0,172.67,0,0,0,0,1089.8,748.84,11470,0,27061,172570,84025,62278,12411,0,7829.7,11530,27026,0,9696.2,0,0,0,3971.6,0,0,0,0,618.31,0,0,127.68
AT1G30230.1;AT1G30230.2,0,0,5690.1,0,0,0,241470,113910,38282,894.77,2216.7,6276.7,0,0,0,886.21,0,1004.3,2607.2,1697.7,0,0,2119.6,2471,4251,0,10523,0,0,0,4580.5,0,0,0,0,4402.2,0,0
AT1G30530.1,61.259,436.13,0,20.8,0,0,0,36.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.97,7314.4,7803.7,0,0,0,0,0,0,0,0,0,0,0
AT1G30580.1,0,0,0,0,27.043,0,0,0,0,0,0,0,0,0,97.354,0,0,1583.5,0,21.634,64.903,0,1999.8,4431.3,17298,79367,43480,59413,1329.2,0,3066.5,1325.6,0,0,0,1369.7,0,0
AT1G30630.1,0,0,0,39219,30279,0,6455.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31160.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.19,0,0,0,0,0,0,3127.7,4916.1,20598,16214,13399,0,0,2027.2,0,0,0
AT1G31180.1,0,0,2047.5,0,361.4,0,26,0,0,0,0,0,0,0,46.8,843.11,6266.2,0,6367.7,668.56,0,34529,108220,116930,49323,20604,14390,12231,8814.1,0,0,0,0,4533.1,0,0,0,0
AT1G31190.1,0,288.32,0,173.07,0,0,0,0,0,0,0,1785.2,0,0,0,0,773.42,0,0,0,0,0,0,45679,21948,65638,0,2989.6,0,0,0,0,0,0,0,0,0,2908.1
AT1G31230.1,0,517.77,0,0,0,0,0,0,0,1407.2,0,0,0,0,0,1164.9,13226,0,0,2923.6,0,0,13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31690.1,0,0,11921,0,0,0,0,0,0,0,0,0,0,0,0,1749.9,3572.8,0,4552.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31812.1,0,0,31.563,122.89,0,0,59.109,0,54.251,31.647,0,346.03,0,998.74,40.098,25.06,1058.7,525.56,0,20.495,18.084,111.57,0,6369.8,0,14064,0,0,0,0,0,15.781,1543.7,977.38,22530,129810,433510,81858
AT1G32160.1,350.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072.9,0,0,0,0,3461.3,0,9390.5,0,0,0,0,4936.3,0,0,0,0,0,0,0
AT1G32200.2;AT1G32200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.9,0,0,10483,47393,0,19710,0,2389.6,0,0,0,0,0,0,0,0
AT1G32470.1,0,2055.7,4787.9,0,0,0,0,0,0,57.326,0,191,0,34831,0,670.23,7540.8,2040.2,6942.2,0,0,0,0,0,0,3154.3,0,0,1723.3,7687.6,24043,57779,151390,107140,98346,1002.8,43178,0
AT1G32990.1,0,0,211150,3834.2,0,0,0,0,0,1318.5,0,0,0,0,183.08,0,0,0,0,0,174.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.6,0,0,0
AT1G33140.1;AT1G33120.1;AT4G10450.1,0,1129.4,1057600,15083,616.59,0,18128,1808.6,2461.9,1381.8,0,5547.7,413.99,0,856.7,0,7859.9,2045.2,0,2030.5,0,0,0,0,1525.4,0,0,0,0,0,0,0,0,0,0,0,0,1097.3
AT1G33590.1,0,0,792570,10176,1953.7,92.235,15068,3693.8,2143.6,0,240.85,0,288.44,1321.2,18.219,2759.4,0,3575.2,0,1640.9,0,64.694,26.595,10301,2348.8,0,1464.5,14771,20646,0,24.366,4375.8,831.19,0,2248.3,10741,8632.7,690.26
AT1G34430.1,724.96,0,431560,0,79.785,276.9,2557.6,0,0,0,0,3610.7,0,0,0,2546.6,0,78.691,0,0,0,0,0,0,0,0,0,0,3972,0,0,16553,0,0,0,782.5,0,0
AT1G35160.1;AT1G35160.2,0,0,0,0,0,0,0,0,0,0,0,1752.9,0,0,0,0,0,0,11044,34190,0,13662,3899.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G35420.1;AT1G35420.2,154.86,0,0,0,0,0,0,0,0,0,0,0,256.17,0,0,0,0,0,0,0,0,0,0,0,0,5975.4,7699.2,20068,19398,0,0,0,0,0,0,0,0,0
AT1G35680.1,0,0,338280,3570.4,935.1,0,7949.6,3001.1,0,0,0,0,0,0,0,0,0,0,1909.3,0,0,0,0,0,18011,0,0,0,0,0,0,0,0,1483.9,0,0,0,0
AT1G35720.1,0,241.24,0,27.741,125.96,412.1,349.2,768.84,32.365,0,3241.3,32.365,104.87,12548,1203.2,16.616,0,6148.8,41.612,53.665,1081.3,223890,163270,394010,111320,39389,4330.8,3553.1,0,0,55.9,0,458.9,3519.3,0,370.4,0,0
AT1G36160.2;AT1G36160.1;AT1G36180.1;AT1G36180.2,0,0,0,0,0,0,26711,5034.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G36280.2;AT1G36280.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10503,0,3061.4,0,979.81,0,0,0,0,0,0,0,1842.4,0,0,0,0,0,0,0,0,0,0,0,0
AT1G36390.2;AT1G36390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G37130.1,0,0,0,0,0,0,1394.3,0,0,0,0,0,0,51783,419.23,3653.8,0,0,0,0,0,0,2609.2,0,0,6904.6,0,0,0,0,1697,0,0,0,0,0,0,0
AT1G41830.1,0,0,47683,0,226.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G41880.1,0,0,47059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G42970.1,31509,97752,7549500,135130,60606,49506,4602500,2510100,608770,271820,173700,215080,15049,357240,8149.2,83449,130930,72836,143920,133310,12563,191670,293690,405530,416990,605020,466740,784080,363690,481530,167970,153140,220990,261030,325330,259440,219830,100960
AT1G43170.9;AT1G43170.8;AT1G43170.7;AT1G43170.6;AT1G43170.5;AT1G43170.3;AT1G43170.2;AT1G43170.1;AT1G43170.4;AT1G61580.1,0,0,372860,14566,896.2,0,4747.1,0,0,2938,0,0,208.41,0,0,154.1,0,1064.8,1826.8,298.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G43560.1,0,30.148,12452,268.31,0,160.95,0,0,0,1965.1,0,0,0,0,0,825.78,0,0,0,0,0,3271.8,27.742,6759.3,0,44.388,1296.9,0,0,0,0,0,0,0,10957,67096,111170,136810
AT1G43670.1,408.88,0,193.82,235.72,393.83,0,27.742,4521.2,7922.2,954.84,1699.6,5325.1,110.97,4149.2,184.94,43263,310400,230210,288890,80354,0,2746.8,3591.7,27193,1088.7,8356.6,2587.1,4629.3,0,0,0,2047.9,4508.3,5153.5,5519.7,1152.8,0,1907.6
AT1G44790.1,0,374.25,0,0,0,0,0,0,0,0,0,0,434.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.6,4503.1,29026,15258,9656.6,0,1971.3,0,0,0
AT1G45145.1,0,0,59.605,0,0,0,0,0,0,0,0,0,0,2814.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26846,5800.9
AT1G45201.1;AT1G45201.2,0,0,378650,0,0,0,5382.4,10421,0,1906.5,0,2378.4,0,0,0,777.48,0,0,0,0,0,0,7082.8,0,0,1761.2,0,0,0,0,0,0,0,0,0,0,0,3054.5
AT1G47128.1,667.09,649.42,165300,977.92,0,604.85,24753,4472.1,1396.8,1144.4,0,965.43,176.62,11807,280.97,7641.6,18424,9467.2,65181,30831,0,38970,31060,36684,15046,10829,26892,42678,39093,106770,262990,168210,94102,76524,48153,7048.1,11914,0
AT1G48030.2;AT1G48030.1,0,0,3038.2,50.935,384.42,223.33,2104.6,9821.8,0,23577,19918,48.283,69.353,2330.4,170.62,758.26,7842,33860,128610,153090,15197,141690,43747,10643,1914.2,3212.7,0,0,10252,2088.8,0,0,1158.8,3073.9,0,1599.8,0,2336.7
AT1G48350.1,0,0,6894.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48420.1,0,0,0,0,0,243.83,0,0,0,0,0,0,0,0,0,0,0,0,2317,0,0,3030.9,107350,81773,47079,24404,0,3924.7,0,5967.7,0,0,0,0,0,1129.5,0,0
AT1G48520.1;AT1G48520.2;AT1G48520.3,0,304,4689.8,0,0,0,0,6987.1,0,0,1164,0,0,5569.3,0,6865.5,28644,22474,5704.4,1940.9,206.68,0,0,79.066,0,1263.4,3847.2,155270,53375,28799,7387.2,558.16,30392,0,0,836.02,0,0
AT1G48600.1;AT1G48600.2,174.72,0,0,1356.8,0,0,0,0,0,0,0,0,0,0,0,0,1278.2,0,0,0,0,1259,0,40473,43964,16074,6206.6,0,0,0,0,3087.9,0,0,0,0,0,0
AT1G48830.2;AT1G48830.1,0,0,13858,0,790.38,0,0,0,0,0,0,0,0,0,0,740.92,0,0,0,0,0,0,0,5700.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48850.3;AT1G48850.2;AT1G48850.1,0,0,0,0,152.02,0,3668,3742.5,0,0,0,82.507,0,0,0,6434,62488,17700,30714,0,0,0,0,3362.2,1314.5,0,0,0,1878.4,2281,0,0,1975.8,0,0,0,0,0
AT1G48860.1;AT1G48860.2,0,0,0,0,0,0,29.512,0,37.86,0,32.696,0,0,0,0,0,0,0,74768,560.26,0,3235.7,5713.1,9915.1,18275,48282,35207,25481,12718,4798,2544.3,0,2664.3,0,0,0,0,0
AT1G49740.1;AT3G19310.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313.1,0,5256.1,4706.7,2975.2,0,0
AT1G49760.2;AT1G49760.1,0,0,0,13.871,0,0,0,0,0,0,0,0,0,0,27.741,0,0,0,0,13.871,0,6808.8,0,858.51,0,0,0,0,0,0,2660.2,5423.1,0,3832.9,0,0,0,0
AT1G49970.1,0,0,26928,0,0,0,0,0,2451.4,0,0,0,0,0,0,5066.5,38452,9873.3,22725,0,0,0,0,0,0,0,0,0,0,0,1527.9,0,12710,0,0,0,0,0
AT1G50010.1;AT1G04820.1,939.93,5309.7,1364100,14522,5102.6,0,385050,62481,31987,1182.4,4282.5,20.95,341.61,57581,0,13217,2265.7,13461,55138,5814.3,39.291,24890,41050,35843,24622,11500,0,9533,26371,19771,3386.5,8080,6977.5,9171.2,2558.2,699.11,0,0
AT1G50170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1124.5,0,0,0,0,0,0,118.3,0,0,0,0,2553.2,0,0,17995,0,0,0,0,0,0,0,0,0
AT1G50200.1;AT1G50200.2,557.7,0,108020,244.59,0,0,0,1746.9,8444.9,3881.8,2885.3,4470.9,0,0,48.055,30641,30025,53105,19663,9590.3,613.65,443.89,970.84,0,0,0,0,0,6198.2,2583.4,0,0,0,0,0,1683.5,1344.5,3303
AT1G50320.1,21.274,0,11392,0,0,241.56,0,0,0,3239.1,0,1414.3,0,0,0,0,0,0,0,0,0,0,28.365,0,49.639,0,0,0,0,0,1410.3,1005.2,0,0,20461,34832,51712,90257
AT1G50380.1,0,0,0,0,0,0,0,0,508.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151,0,6330.8,0,1609,0,0,0,0,0,0,0,0,0,168.76
AT1G50480.1;AT2G12280.1,0,384.91,1053600,12637,1361.3,390.57,991.2,0,1969.5,1136.5,2116.9,4968.2,1181.9,38914,196.09,11575,42778,24963,17923,9931.8,244.04,3226.6,1581.2,7875.8,0,0,1462.8,0,0,1671.3,0,3669,0,6494.2,0,0,0,0
AT1G50670.1,0,0,0,0,0,0,24.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647.8,0,0,0,0,0,0,2945.9,7049,13745,0,2544.9,0,0,0,1366.4
